image_name,class_name,count,confidence,time,name_folder
3/06140058.JPG,Moose,1,0.7816075682640076,2019-06-14 18:47:40,3
3/06140059.JPG,Moose,1,0.8819779753684998,2019-06-14 18:48:04,3
3/06250001.JPG,Bear,1,0.465398758649826,2019-06-25 06:29:41,3
3/06250002.JPG,Moose,1,0.666416347026825,2019-06-25 06:30:05,3
3/07300013.JPG,Squirrel,1,0.2769745290279388,2019-07-30 07:11:45,3
3/07300014.JPG,Squirrel,1,0.8775255680084229,2019-07-30 07:12:10,3
3/07300022.JPG,Moose,1,0.9028022885322572,2019-07-30 23:39:46,3
3/07300025.JPG,Moose,1,0.8957664966583252,2019-07-30 23:40:37,3
3/08010037.JPG,Moose,1,0.8706845641136169,2019-08-01 05:33:45,3
3/08010043.JPG,Moose,1,0.8922320008277893,2019-08-01 05:35:58,3
3/08030058.JPG,Moose,1,0.8350584506988525,2019-08-03 13:57:55,3
3/08030059.JPG,Moose,1,0.8835651278495789,2019-08-03 13:58:20,3
3/08030061.JPG,Moose,1,0.8820820450782776,2019-08-03 14:00:04,3
3/08050074.JPG,Moose,1,0.8790993690490723,2019-08-05 05:11:21,3
3/08050098.JPG,Roe_Deer,1,0.4393971264362335,2019-08-05 05:15:37,3
3/08080043.JPG,Moose,1,0.9399410486221312,2019-08-08 20:59:12,3
3/08120064.JPG,Dog,1,0.8182639479637146,2019-08-12 08:45:19,3
3/08120065.JPG,Racoon_Dog,1,0.5506449937820435,2019-08-12 08:45:44,3
3/08130079.JPG,Moose,2,0.8978066444396973,2019-08-13 07:13:54,3
3/08130080.JPG,Moose,2,0.8763328194618225,2019-08-13 07:14:19,3
3/08130085.JPG,Moose,1,0.8840151429176331,2019-08-13 18:05:39,3
3/08130086.JPG,Moose,1,0.9279508590698242,2019-08-13 18:06:03,3
3/08130088.JPG,Moose,1,0.9093496799468994,2019-08-13 18:07:08,3
3/08130089.JPG,Moose,1,0.9001662731170654,2019-08-13 18:07:33,3
3/08130091.JPG,Moose,2,0.9277321100234984,2019-08-13 18:08:59,3
3/08130092.JPG,Moose,1,0.9381553530693054,2019-08-13 18:09:23,3
3/08130095.JPG,Bison,1,0.8709374070167542,2019-08-13 20:33:53,3
3/08130097.JPG,Moose,1,0.8997421264648438,2019-08-13 20:35:02,3
3/08130098.JPG,Bison,1,0.9067756533622742,2019-08-13 20:35:27,3
3/08130100.JPG,Moose,1,0.9097002744674684,2019-08-13 20:36:24,3
3/08240010.JPG,Moose,1,0.9461654424667358,2019-08-24 05:19:54,3
3/08240011.JPG,Moose,1,0.8811218738555908,2019-08-24 05:20:19,3
3/08240013.JPG,Moose,1,0.9008793830871582,2019-08-24 05:21:14,3
